¬ Text file converted with loc_parser
{your_citizens_killed}						Eure getöteten Bürger:
{coming_of_age_body_barbarian}				Ein Volk wird stärker, wenn ein Sohn des Anführers die Volljährigkeit erreicht und zu einem würdigen Anführer wird!
{coming_of_age_body_carthaginian}				Unser Volk wird durch die neuen Männer gestärkt - und wenn einer von ihnen eines Tages zum mächtigen Anführer wird, ist dies ein Segen der Götter!
{coming_of_age_body_greek}					Das griechische Volk kann Stärke daraus ziehen, dass sein junger Achilles volljährig wird, ein Held für die Zukunft!
{coming_of_age_body_egyptian}				Das Volk ist froh, dass dieser Diener des allmächtigen Pharao die Volljährigkeit erreicht.
{coming_of_age_body_eastern}				Die Familie des Herrschers wird durch die Volljährigkeit des Sohns gestärkt!
{marriage_body_roman}					Heirat und Heim sind die Grundsteine der römischen Größe, die Stärkung Roms ist ein Segen der Götter.
{marriage_body_barbarian}					Eine wichtige Heirat kann unser Volk nur stärker machen - und den Segen der Fruchtbarkeitsgöttin heraufbeschwören!
{marriage_body_carthaginian}					Eine wichtige Heirat wie diese kann uns nur stärker machen und den fruchtbaren Segen Baals beschwören!
{marriage_body_greek}					Eine Heirat wie diese kann nur zum politischen Vorteil unseres Volkes dienen.
{marriage_body_egyptian}					Eine Heirat wie diese kann nur zur Ehre Ägyptens und der Verbreitung des Ruhmes des Pharaos beitragen.
{marriage_body_eastern}					Die Heirat ist ein wichtiges Werkzeug der Diplomatie und Staatskunst, das sollte jedoch niemanden daran hindern, sie ausgiebig zu feiern!
{adoption_body_roman}					Dieser Mann ist in die Familie adoptiert worden. Er wird unsere Anstrengungen honorieren und unterstützen, als sei er ein ihr eingeborener Sohn.
{adoption_body_barbarian}					Dieser Mann ist als einer von uns adoptiert worden, da er seinen Wert als gekonnter Krieger und großer Anführer unter Beweis gestellt hat. Möge er uns in zukünftigen Jahren zur Ehre gereichen!
{adoption_body_carthaginian}					Dieser Mann ist als einer unserer Männer erwählt worden, er wird seinen Wert von Neuem unter Beweis stellen, indem er uns allen Wohlstand und Größe bringt!
{adoption_body_greek}					Dieser Mann ist als wahrer Grieche adoptiert worden und lässt andere, unzivilisierte Lebensformen hinter sich.
{adoption_body_egyptian}					Dieser Mann ist als eins der eigenen Kinder des Pharaos angenommen worden. Eine solche Ehre ist wertvoller als das Leben selbst!
{adoption_body_eastern}					Dieser Mann ist in die herrschende Familie adoptiert worden, er wird sicher zu ihrer Stärke und Macht beitragen.
{faction_defeated_body_roman}				Römische Waffen und römische Macht haben die richtige Rolle dabei gespielt, dieses einst mächtige Volk niederzustrecken.
{faction_defeated_body_barbarian}				Unsere Krieger haben ihre eigene Rolle dabei gespielt, dieses Volk zu vernichten! Ihre einstige Größe ist nun der Staub, der vom Winde verweht wird!
{faction_defeated_body_carthaginian}				Unsere Macht hat ihre eigene Rolle dabei gespielt, dieses Volk zu vernichten! Seine vormalige Größe ist nun der Staub, der in den Passatwinden weht. Wir werden von seiner Auslöschung profitieren.
{faction_defeated_body_greek}				Der griechische Mut in der Schlacht hat seinen Anteil dazu beigetragen, dieses Volk niederzustrecken - Rivalen, die uns nun nicht mehr länger ärgern.
{faction_defeated_body_egyptian}				Dieses Volk braucht die Gedanken des Pharaos nicht mehr länger zu belästigen - es ist wie Sand, der in der Wüste davongeweht wird.
{faction_defeated_body_eastern}				Mit diesem Volk braucht in politischen Rechenspielen der Macht nicht mehr gerechnet werden. Man erinnert sich nur noch aufgrund seiner Grabmäler an es!
{mission_spy_character_body_roman}				Unser Spion ist in seiner Mission gegen diesen Mann erfolgreich gewesen und hat seine Geheimnisse entdeckt.
{mission_spy_character_body_barbarian}			Unser Spion hat diesen Mann erfolgreich ausgekundschaftet und viele dekadente Geheimnisse entdeckt.
{mission_spy_character_body_carthaginian}			Das Geld, das wir in diesen Spion investiert haben, hat sich als weise Investition herausgestellt. Die Mission gegen diesen Mann ist ein Erfolg gewesen, seine Geheimnisse sind nun unsere.
{mission_spy_character_body_greek}				Dieser Spion hat seine Mission bewundernswert durchgeführt und viel herausgefunden, was wir nicht wussten.
{mission_spy_character_body_egyptian}				Dieser Spion hat eine gute Leistung vollbracht. Er hat Geheimnisse herausgefunden, die sein Opfer am Liebsten sogar vor Anubis und Thoth verborgen hätte!
{mission_spy_character_body_eastern}				Das Gold, das wir zur Ausbildung dieses Spions ausgegeben haben, war eine gute Investition. Seine Mission ist ein voller Erfolg gewesen.
{mission_spy_settlement_body_roman}				Unser Spion hat es geschafft, diese Siedlung zu infiltrieren. Er wartet nun auf weitere Befehle.
{mission_spy_settlement_body_barbarian}			Unser Mann hat sich zu einem Freund des Volkes gemacht, auch wenn er in seinem Herzen seinen Leuten treu geblieben ist.
{mission_spy_settlement_body_carthaginian}			Unser Spion hat sich seinen Weg in die Herzen der Leute in dieser Siedlung gebahnt, jetzt können wir von seinen Fähigkeiten profitieren.
{mission_spy_settlement_body_greek}				Unser Spion hat erfolgreich das Leben eines unkultivierten, unzivilisierten und ungewaschenen Mannes in dieser Siedlung angenommen und geht nun als einer von ihnen durch.
{mission_spy_settlement_body_egyptian}			Der Pharao hat nun Augen und Ohren in dieser Siedlung dank seines loyalen verdeckten Dieners.
{mission_spy_settlement_body_eastern}				Unser Spion hat sich erfolgreich seine Heimat unter diesen Leuten eingerichtet und wartet nun wie eine Schlange im Nest auf seine Befehle.
{mission_assassinate_body_roman}				Dieser Mann ist eliminiert worden. Ein weiterer Rivale für die Manen, die rastlosen Toten.
{mission_assassinate_body_barbarian}				Dieser Mann ist getötet worden. Ein Messer in der Dunkelheit ist zwar nicht sehr kriegerisch, aber genauso tödlich wie ein ehrliches Schwert!
{mission_assassinate_body_carthaginian}			Dieser Mann ist umgebracht worden. Geld in den Händen eines Mörders ist so sicher wie ein Schwert in der Faust eines Kriegers!
{mission_assassinate_body_greek}				Dieser Mann ist erfolgreich eliminiert worden, ein weiterer Rivale ist nun Passagier auf Charons Fähre!
{mission_assassinate_body_egyptian}				Dieser Mann ist in das Jenseits entsandt worden. Jetzt wird wohl sein Herz auf der Waage der Wahrheit von Anubis gewogen werden!
{mission_assassinate_body_eastern}				Das Ziel ist eliminiert worden, um sich seinen Vorfahren anzuschließen. Nun muss er wohl ihren Spott erleiden, dass er so schnell gefallen ist!
{mission_sabotage_body_roman}				Unser tapferer Agent hat erfolgreich eine Sabotagemission ausgeführt und das Potential unseres Rivalen beschädigt, Schwierigkeiten zu machen.
{mission_sabotage_body_barbarian}				Unser Mann hat es geschafft, die Arbeiten, die von unseren Rivalen an diesem Ort durchgeführt werden, zu beschädigen.
{mission_sabotage_body_carthaginian}				Unser Spion hat unsere Rivalen viel Zeit und Gold gekostet, da seine Sabotage ein voller Erfolg war.
{mission_sabotage_body_greek}				Unser Spion hat erfolgreich in die Arbeit unserer Gegner eingegriffen, ihre Anstrengungen waren vergeblich!
{mission_sabotage_body_egyptian}				Unser Spion hat die Wünsche des Pharaos edel ausgeführt, jetzt verbirgt er sich im Schoß des Feindes!
{mission_sabotage_body_eastern}				Unser Spion hat seine Mission erfolgreich durchgeführt, unsere Gegner suchen immer noch vergeblich nach einem Schuldigen!
{hidden_agent_detected_in_settlement_body_roman}		Ein gegnerischer Agent ist in dieser Siedlung entdeckt worden. Wie traurig, dass die römische Tugend der Loyalität so sorglos von einigen Leuten abgelegt wurde!
{hidden_agent_detected_in_settlement_body_barbarian}		Es gibt unter den Bürgern dieses Ortes einen verräterischen Agenten, der unseren Gegnern gegenüber loyal ist. Es ist traurig, dass auch nur einer von ihnen auf diese Weise beschützt wurde.
{hidden_agent_detected_in_settlement_body_carthaginian}	Es ist traurig, wenn ein Mann persönlichen Profit höher schätzt als Loyalität seinen Nachbarn und Freunden gegenüber. In dieser Siedlung ist ein Spion entdeckt worden.
{hidden_agent_detected_in_settlement_body_greek}		Der Agent eines anderen Volkes ist in dieser Stadt gefunden worden. Hätte er nicht aufgrund seines Mangels an Kultur und Intelligenz sofort auffallen müssen?
{hidden_agent_detected_in_settlement_body_egyptian}		Ein ausländischer Agent, der unter den loyalen Kindern des Pharao gelebt hat, ist entdeckt worden. Ihre Wachsamkeit muss wirklich schwach gewesen sein!
{hidden_agent_detected_in_settlement_body_eastern}		Ein übler Ausländer hat sich seinen Weg in die Herzen unserer Leute erschlichen. Sie müssen mit Wein betrunken gemacht worden sein, dass er damit durchgekommen ist!
{reinforcements_arrived_body_roman}				Verstärkungen sind eingetroffen - ein willkommenes zusätzliches Bollwerk der römischen Macht und Tapferkeit!
{reinforcements_arrived_body_barbarian}			Frische Krieger sind eingetroffen, sie können den Kampf gar nicht erwarten!
{reinforcements_arrived_body_carthaginian}			Neue Truppen stehen zur Verteidigung unseres Volkes bereit!
{reinforcements_arrived_body_greek}				Neue Soldaten sind rekrutiert und ausgebildet worden, sie stehen nun bereit für die Schlacht!
{reinforcements_arrived_body_egyptian}			Frische Krieger sind eingetroffen. Sie sind bereit, ihre sterblichen Leben für den Ruhm des Pharaos zu geben!
{reinforcements_arrived_body_eastern}				Die Verstärkungen sind eingetroffen. Sie sind eifrig, ihre Schwerter in gegnerisches Blut zu tauchen!
{war_declared_body_roman}					Diesem Volk wurde der Krieg erklärt. Es ist nun der Feind aller wahren Römer!
{war_declared_body_barbarian}				Dieses Volk befindet sich nun in offener Feindschaft zu uns! Nun können unsere Krieger es offen angreifen und das falsche Gesicht des Friedens und der Freundschaft ablegen!
{war_declared_body_carthaginian}				Der Krieg ist eine ernsthafte und düstere Angelegenheit, aber manchmal resultiert aus der Gegenüberstellung von Vor- und Nachteilen, dass er erklärt und gewonnen werden muss!
{war_declared_body_greek}					Der Krieg ist eine edle Angelegenheit für tapfere Männer, und es ist gut, ihn mit einer ehrlichen und zivilisierten Erklärung zu beginnen!
{war_declared_body_egyptian}				Die Bedrohung der Ehre und des Ruhmes des Pharaos haben uns dazu geführt, dass wir diesem Volk den Krieg erklärt haben!
{war_declared_body_eastern}					Das Schwert ist aus der Scheide gezogen und der Schild von der Wand genommen worden. Der Krieg wurde erklärt!
{year_end_report_body_roman}				Dies ist eine Zusammenfassung der Aktivitäten des vorherigen Jahres durch Eure loyalen Generäle und Statthalter:
{year_end_report_body_barbarian}				Dieses Jahr haben unsere Leute Folgendes getan:
{year_end_report_body_carthaginian}				Dies sind die bisherigen Errungenschaften unserer Statthalter und Generäle:
{year_end_report_body_greek}				Die Errungenschaften unserer Zivilisation bis heute sind die Folgenden:
{year_end_report_body_egyptian}				Die Diener des Pharaos haben in seinem Namen Folgendes erreicht:
{year_end_report_body_eastern}				Dieses Jahr haben Eure Diener Folgendes vollbracht:
{chat_message_body_roman}					Ein offizieller Abgesandter Eures Rivalen ist eingetroffen.
{chat_message_body_barbarian}				Von einem anderen Häuptling ist eine Nachricht eingetroffen.
{chat_message_body_carthaginian}				Eine offizielle Botschaft ist von einem anderen Anführer eingetroffen.
{chat_message_body_greek}					Eine Nachricht in einer barbarischen Sprache ist von einem Rivalen eingetroffen und wurde in unsere schöne Sprache übersetzt.
{chat_message_body_egyptian}				Eine bescheidene Bitte an den Pharao ist von diesen schrecklichen Ausländern eingetroffen.
{chat_message_body_eastern}				Ein Läufer ist aus einem weit entfernten Land eingetroffen, er trägt eine Botschaft bei sich!
{disaster_earthquake_body_roman}				Ein Erdbeben hat mit unglaublichen Auswirkungen zugeschlagen. Was kann die Götter derart verärgert haben, dass sich die Erde auf solch eine Art und Weise hebt und senkt?
{disaster_earthquake_body_barbarian}				Die Götter sind aufgebracht und die Erde bebt mit einer schrecklichen Gewalt! Niemand kann einen solchen Zorn aushalten!
{disaster_earthquake_body_carthaginian}			Der Schmiedehammer von Kothar-Hasis muss die Erde selbst bearbeiten, dass sie mit solcher Gewalt bebt!
{disaster_earthquake_body_greek}				Die Erde bebt. So muss es auch gewesen sein, als die Titanen von den Göttern selbst überwältigt wurden!
{disaster_earthquake_body_egyptian}				Die Erde selbst hat gebebt und es wurde viel Schaden angerichtet, bevor der Pharao sprach und das Land beruhigen konnte.
{disaster_earthquake_body_eastern}				Die Götter waren erzürnt über die Menschen und haben das Land beben lassen!
{disaster_volcano_body_roman}				Der Vulkan ist mit schrecklichen Auswirkungen ausgebrochen - Vulcanus muss offensichtlich erzürnt über jemanden oder etwas sein!
{disaster_volcano_body_barbarian}				Die Erde selbst spuckt Feuer - die Götter müssen einen Grund haben, alle Menschen derart zu bestrafen!
{disaster_volcano_body_carthaginian}				Der Vulkan spuckt Feuer. Dies ist ein Desaster, das nur die Götter als Strafe geschickt haben können!
{disaster_volcano_body_greek}					Die Götter bestrafen die Sterblichen, dass sie zu nahe an diesem Tor zur Unterwelt gebaut haben.
{disaster_volcano_body_egyptian}				Die Götter sind tatsächlich erzürnt, wenn sie das Land dazu bringen, Flammen und Rauch zu speien. Das Wort des Pharaos wird jedoch ihren Zorn besänftigen.
{disaster_volcano_body_eastern}				Ein Vulkan ist ausgebrochen und spuckt Feuer und tödlichen Dampf, der Mann und Tier verbrennt und vergiftet!
{disaster_flood_body_roman}					Wie sind die Götter derart beleidigt worden, dass sie eine Flut schicken, die derart viel Schaden anrichtet?
{disaster_flood_body_barbarian}				Die Götter der See, der Flüsse und des Himmels müssen wirklich ärgerlich über unser Volk sein, dass sie es mit solch schrecklichen Fluten heimsuchen - vielleicht ist es an der Zeit für frische Opfer?
